Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1762,MED134_01650,VBIDokDon50125_1762,,"Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)",PATRIC,"Purine metabolism","Polyribonucleotide nucleotidyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2657,MED134_06234,VBIDokDon50125_2657,,"3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)",PATRIC,"Benzoate degradation via hydroxylation","Acetyl-CoA C-acyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.829,MED134_11691,VBIDokDon50125_0829,,"Enoyl-CoA hydratase (EC 4.2.1.17)",PATRIC,"Geraniol degradation","Enoyl-CoA hydratase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2614,MED134_06009,VBIDokDon50125_2614,,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)",PATRIC,"Sulfur metabolism","3'(2'),5'-bisphosphate nucleotidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1098,MED134_13076,VBIDokDon50125_1098,,"Phytoene dehydrogenase (EC 1.14.99.-)",PATRIC,"1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation","Miscellaneous (requires further characterization)."
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.155,MED134_08196,VBIDokDon50125_0155,,"Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Aspartate transaminase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1766,MED134_01670,VBIDokDon50125_1766,,"Prephenate dehydratase (EC 4.2.1.51)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Prephenate dehydratase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.363,MED134_09316,VBIDokDon50125_0363,,"DNA polymerase III delta prime subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2495,MED134_05389,VBIDokDon50125_2495,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4) / Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",PATRIC,"Valine, leucine and isoleucine degradation","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2394,MED134_04884,VBIDokDon50125_2394,,"Histidinol-phosphate aminotransferase (EC 2.6.1.9)",PATRIC,"Histidine metabolism","Histidinol-phosphate transaminase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2503,MED134_05434,VBIDokDon50125_2503,,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",PATRIC,"Purine metabolism","Phosphoribosylformylglycinamidine synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1265,MED134_13936,VBIDokDon50125_1265,,"Glutamate synthase [NADPH] large chain (EC 1.4.1.13)",PATRIC,"Alanine, aspartate and glutamate metabolism","Glutamate synthase (NADPH)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1787,MED134_01805,VBIDokDon50125_1787,,"Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)",PATRIC,"Pyruvate metabolism","Acetyl-CoA carboxylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.408,MED134_09546,VBIDokDon50125_0408,,"ATP synthase delta chain (EC 3.6.3.14)",PATRIC,"Oxidative phosphorylation","H(+)-transporting two-sector ATPase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1781,MED134_01775,VBIDokDon50125_1781,,"Malate synthase (EC 2.3.3.9)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Malate synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.929,MED134_12191,VBIDokDon50125_0929,adk,"Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8) / Adenylate kinase (EC 2.7.4.3)",PATRIC,"Drug metabolism - other enzymes","Hypoxanthine phosphoribosyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2052,MED134_03149,VBIDokDon50125_2052,,"Thiol peroxidase, Tpx-type (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Peroxiredoxin"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1992,MED134_02840,VBIDokDon50125_1992,glgC,"Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)",PATRIC,"Starch and sucrose metabolism","Glucose-1-phosphate adenylyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1065,MED134_12896,VBIDokDon50125_1065,,"2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45)",PATRIC,"Tryptophan metabolism","Aminocarboxymuconate-semialdehyde decarboxylase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2591,MED134_05894,VBIDokDon50125_2591,,"Agmatinase (EC 3.5.3.11)",PATRIC,"Arginine and proline metabolism","Agmatinase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1040,MED134_12771,VBIDokDon50125_1040,,"Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1)",PATRIC,"Porphyrin and chlorophyll metabolism","Ferroxidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1314,MED134_14181,VBIDokDon50125_1314,,"1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","1,4-dihydroxy-2-naphthoate polyprenyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1733,MED134_01490,VBIDokDon50125_1733,,"N-acetylglucosaminyltransferase (EC 2.4.1.-)",PATRIC,"Peptidoglycan biosynthesis","Hexosyltransferases."
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1001,MED134_12576,VBIDokDon50125_1001,,"Citrate synthase (si) (EC 2.3.3.1)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Citrate (Si)-synthase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1722,MED134_01435,VBIDokDon50125_1722,,"Phosphatidate cytidylyltransferase (EC 2.7.7.41)",PATRIC,"Phosphatidylinositol signaling system","Phosphatidate cytidylyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2558,MED134_05719,VBIDokDon50125_2558,,"Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)",PATRIC,"Butanoate metabolism","Succinate-semialdehyde dehydrogenase (NAD(+))"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.60,MED134_07706,VBIDokDon50125_0060,,"Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)",PATRIC,"Citrate cycle (TCA cycle)","Dihydrolipoyllysine-residue succinyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1518,MED134_00405,VBIDokDon50125_1518,,"Branched-chain amino acid aminotransferase (EC 2.6.1.42)",PATRIC,"Valine, leucine and isoleucine biosynthesis","Branched-chain-amino-acid transaminase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2668,MED134_06289,VBIDokDon50125_2668,,"Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)",PATRIC,"Synthesis and degradation of ketone bodies","Hydroxymethylglutaryl-CoA lyase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1415,MED134_14712,VBIDokDon50125_1415,,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)",PATRIC,"Sulfur metabolism","Sulfate adenylyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2397,MED134_04899,VBIDokDon50125_2397,,"Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)",PATRIC,"Histidine metabolism","((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamideisomerase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.557,MED134_10286,VBIDokDon50125_0557,leuS,"Leucyl-tRNA synthetase (EC 6.1.1.4)",PATRIC,"Aminoacyl-tRNA biosynthesis","Leucine--tRNA ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.388,MED134_09441,VBIDokDon50125_0388,,"Phosphoribosylamine--glycine ligase (EC 6.3.4.13)",PATRIC,"Purine metabolism","Phosphoribosylamine--glycine ligase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2289,MED134_04359,VBIDokDon50125_2289,,"Phosphoserine aminotransferase (EC 2.6.1.52)",PATRIC,"Vitamin B6 metabolism","Phosphoserine transaminase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.793,MED134_11506,VBIDokDon50125_0793,,"Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)",PATRIC,"Nitrogen metabolism","Cytochrome-c oxidase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2190,MED134_03849,VBIDokDon50125_2190,,"Phosphoglucomutase (EC 5.4.2.2)",PATRIC,"Pentose phosphate pathway","Phosphoglucomutase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1030,MED134_12721,VBIDokDon50125_1030,,"Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)",PATRIC,"Peptidoglycan biosynthesis","Peptidoglycan glycosyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1480,MED134_00225,VBIDokDon50125_1480,,"S-adenosylmethionine synthetase (EC 2.5.1.6)",PATRIC,"Cysteine and methionine metabolism","Methionine adenosyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1266,MED134_13941,VBIDokDon50125_1266,,"Glutamate synthase [NADPH] small chain (EC 1.4.1.13)",PATRIC,"Nitrogen metabolism","Glutamate synthase (NADPH)"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2646,MED134_06174,VBIDokDon50125_2646,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Taurine and hypotaurine metabolism","Gamma-glutamyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2590,MED134_05889,VBIDokDon50125_2590,,"Biosynthetic arginine decarboxylase (EC 4.1.1.19)",PATRIC,"Arginine and proline metabolism","Arginine decarboxylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.291,MED134_08936,VBIDokDon50125_0291,,"Tryptophanyl-tRNA synthetase (EC 6.1.1.2)",PATRIC,"Aminoacyl-tRNA biosynthesis","Tryptophan--tRNA ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.889,MED134_11996,VBIDokDon50125_0889,,"3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)",PATRIC,"Pantothenate and CoA biosynthesis","3-methyl-2-oxobutanoate hydroxymethyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1844,MED134_02085,VBIDokDon50125_1844,,"5'-nucleotidase (EC 3.1.3.5)",PATRIC,"Purine metabolism","5'-nucleotidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1032,MED134_12731,VBIDokDon50125_1032,murC,"UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)",PATRIC,"Peptidoglycan biosynthesis","UDP-N-acetylmuramate--L-alanine ligase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1620,MED134_00915,VBIDokDon50125_1620,,"Butyryl-CoA dehydrogenase (EC 1.3.8.1)",PATRIC,"Valine, leucine and isoleucine degradation","Short-chain acyl-CoA dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2258,MED134_04199,VBIDokDon50125_2258,,"DNA polymerase III beta subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.241,MED134_08681,VBIDokDon50125_0241,,"Lycopene beta-cyclase (EC 5.5.1.19)",PATRIC,"Carotenoid biosynthesis","Lycopene beta-cyclase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.405,MED134_09531,VBIDokDon50125_0405,,"ATP synthase F0 sector subunit a (EC 3.6.3.14)",PATRIC,"Methane metabolism","H(+)-transporting two-sector ATPase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.191,MED134_08391,VBIDokDon50125_0191,,"FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)",PATRIC,"Riboflavin metabolism","FAD synthetase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2725,MED134_06589,VBIDokDon50125_2725,,"Serine hydroxymethyltransferase (EC 2.1.2.1)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glycine hydroxymethyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.999,MED134_12556,VBIDokDon50125_0999,,"Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)",PATRIC,"Pyrimidine metabolism","Carbamoyl-phosphate synthase (glutamine-hydrolyzing)"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.129,MED134_08061,VBIDokDon50125_0129,,"ATP synthase beta chain (EC 3.6.3.14)",PATRIC,"Oxidative phosphorylation","H(+)-transporting two-sector ATPase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1845,MED134_02090,VBIDokDon50125_1845,,"5'-nucleotidase (EC 3.1.3.5)",PATRIC,"Purine metabolism","5'-nucleotidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.497,MED134_09986,VBIDokDon50125_0497,,"Thymidine kinase (EC 2.7.1.21)",PATRIC,"Pyrimidine metabolism","Thymidine kinase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.663,MED134_10840,VBIDokDon50125_0663,,"Diphosphomevalonate decarboxylase (EC 4.1.1.33)",PATRIC,"Terpenoid backbone biosynthesis","Diphosphomevalonate decarboxylase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2205,MED134_03924,VBIDokDon50125_2205,,"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",PATRIC,"Drug metabolism - other enzymes","GMP synthase (glutamine-hydrolyzing)"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1368,MED134_14456,VBIDokDon50125_1368,,"L-allo-threonine aldolase (EC 2.1.2.1)",PATRIC,"Methane metabolism","Glycine hydroxymethyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.319,MED134_09076,VBIDokDon50125_0319,,"Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)",PATRIC,"Purine metabolism","Phosphoribosylglycinamide formyltransferase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1849,MED134_02110,VBIDokDon50125_1849,,"DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)",PATRIC,"Purine metabolism","DNA-directed RNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.779,MED134_11436,VBIDokDon50125_0779,,"Trehalase (EC 3.2.1.28) @ Cytoplasmic trehalase (EC 3.2.1.28)",PATRIC,"Starch and sucrose metabolism","Alpha,alpha-trehalase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.169,MED134_08276,VBIDokDon50125_0169,,"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)",PATRIC,"Pentose phosphate pathway","Fructose-bisphosphatase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2150,MED134_03649,VBIDokDon50125_2150,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Glutathione metabolism","Gamma-glutamyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.383,MED134_09416,VBIDokDon50125_0383,,"UDP-glucuronate decarboxylase (EC 4.1.1.35)",PATRIC,"Starch and sucrose metabolism","UDP-glucuronate decarboxylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.364,MED134_09321,VBIDokDon50125_0364,,"Phosphoglycerate kinase (EC 2.7.2.3)",PATRIC,"Carbon fixation in photosynthetic organisms","Phosphoglycerate kinase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1641,MED134_01020,VBIDokDon50125_1641,,"DNA polymerase IV (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1940,MED134_02575,VBIDokDon50125_1940,,"Acetolactate synthase small subunit (EC 2.2.1.6)",PATRIC,"C5-Branched dibasic acid metabolism","Acetolactate synthase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1981,MED134_02785,VBIDokDon50125_1981,,"O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","o-succinylbenzoate--CoA ligase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2675,MED134_06334,VBIDokDon50125_2675,pfkA,"6-phosphofructokinase (EC 2.7.1.11)",PATRIC,"Fructose and mannose metabolism","6-phosphofructokinase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1942,MED134_02585,VBIDokDon50125_1942,,"Threonine dehydratase biosynthetic (EC 4.3.1.19)",PATRIC,"Glycine, serine and threonine metabolism","Threonine ammonia-lyase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2347,MED134_04654,VBIDokDon50125_2347,,"Polyphosphate kinase (EC 2.7.4.1)",PATRIC,"Oxidative phosphorylation","Polyphosphate kinase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1898,MED134_02365,VBIDokDon50125_1898,,"Butyryl-CoA dehydrogenase (EC 1.3.8.1)",PATRIC,"Fatty acid metabolism","Short-chain acyl-CoA dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2362,MED134_04729,VBIDokDon50125_2362,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",PATRIC,"Biotin metabolism","Beta-ketoacyl-[acyl-carrier-protein] synthase I"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2499,MED134_05414,VBIDokDon50125_2499,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1935,MED134_02550,VBIDokDon50125_1935,,"Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)",PATRIC,"Arginine and proline metabolism","Allophanate hydrolase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2726,MED134_06594,VBIDokDon50125_2726,,"Fumarylacetoacetase (EC 3.7.1.2)",PATRIC,"Tyrosine metabolism","Fumarylacetoacetase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1883,MED134_02285,VBIDokDon50125_1883,,"GTP cyclohydrolase I (EC 3.5.4.16) type 1",PATRIC,"Folate biosynthesis","GTP cyclohydrolase I"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1718,MED134_01415,VBIDokDon50125_1718,,"Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)",PATRIC,"Biotin metabolism","Biotin--[methylmalonyl-CoA-carboxytransferase] ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.64,MED134_07726,VBIDokDon50125_0064,,"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Methylmalonyl-CoA mutase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1069,MED134_12921,VBIDokDon50125_1069,,"2-aminomuconate deaminase (EC 3.5.99.5) @ RidA/YER057c/UK114 superfamily protein",PATRIC,"Tryptophan metabolism","2-aminomuconate deaminase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2525,MED134_05554,VBIDokDon50125_2525,,"Alcohol dehydrogenase (EC 1.1.1.1)",PATRIC,"Glycine, serine and threonine metabolism","Alcohol dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.427,MED134_09646,VBIDokDon50125_0427,,"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)",PATRIC,"Nicotinate and nicotinamide metabolism","Nicotinate-nucleotide adenylyltransferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.282,MED134_08891,VBIDokDon50125_0282,,"Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",PATRIC,"Butanoate metabolism","3-oxoacid CoA-transferase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1275,MED134_13986,VBIDokDon50125_1275,,"Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","Isochorismate synthase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.839,MED134_11746,VBIDokDon50125_0839,,"Branched-chain amino acid aminotransferase (EC 2.6.1.42)",PATRIC,"Pantothenate and CoA biosynthesis","Branched-chain-amino-acid transaminase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2838,MED134_07154,VBIDokDon50125_2838,,"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)",PATRIC,"Lipopolysaccharide biosynthesis","3-deoxy-manno-octulosonate-8-phosphatase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2113,MED134_03449,VBIDokDon50125_2113,,"Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)",PATRIC,"Glycosaminoglycan degradation","Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds."
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1483,MED134_00240,VBIDokDon50125_1483,thrA,"Homoserine dehydrogenase (EC 1.1.1.3)",PATRIC,"Lysine biosynthesis","Homoserine dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.490,MED134_09951,VBIDokDon50125_0490,,"NADP-specific glutamate dehydrogenase (EC 1.4.1.4)",PATRIC,"Arginine and proline metabolism","Glutamate dehydrogenase (NADP(+))"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.2185,MED134_03824,VBIDokDon50125_2185,,"Beta-hexosaminidase (EC 3.2.1.52)",PATRIC,"Glycosaminoglycan degradation","Beta-N-acetylhexosaminidase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1248,MED134_13846,VBIDokDon50125_1248,,"Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)",PATRIC,"Fructose and mannose metabolism","Hexosyltransferases."
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.14,MED134_07476,VBIDokDon50125_0014,,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) / Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)",PATRIC,"Purine metabolism","Deoxyadenosine kinase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.729,MED134_11170,VBIDokDon50125_0729,,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)",PATRIC,"Pyrimidine metabolism","Ribonucleoside-diphosphate reductase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1009,MED134_12616,VBIDokDon50125_1009,,"Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Carbon fixation in photosynthetic organisms","Aspartate transaminase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.611,MED134_10585,VBIDokDon50125_0611,,"DNA polymerase IV (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1881,MED134_02275,VBIDokDon50125_1881,cysS,"Cysteinyl-tRNA synthetase (EC 6.1.1.16)",PATRIC,"Aminoacyl-tRNA biosynthesis","Cysteine--tRNA ligase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1431,MED134_14787,VBIDokDon50125_1431,,"Alanine dehydrogenase (EC 1.4.1.1)",PATRIC,"Alanine, aspartate and glutamate metabolism","Alanine dehydrogenase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.317,MED134_09066,VBIDokDon50125_0317,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",PATRIC,"Fatty acid biosynthesis","Beta-ketoacyl-[acyl-carrier-protein] synthase II"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.1306,MED134_14141,VBIDokDon50125_1306,,"Isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Isocitrate dehydrogenase (NADP(+))"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1587,MED134_00750,VBIDokDon50125_1587,,"Purine nucleoside phosphorylase (EC 2.4.2.1)",PATRIC,"Pyrimidine metabolism","Purine-nucleoside phosphorylase"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.828,MED134_11686,VBIDokDon50125_0828,,"1,2-phenylacetyl-CoA epoxidase, subunit D (EC 1.14.13.149)",PATRIC,"Phenylalanine metabolism","Phenylacetyl-CoA 1,2-epoxidase"
Dokdonia donghaensis MED134,NZ_CH672389,fig|313590.6.peg.1565,MED134_00645,VBIDokDon50125_1565,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",PATRIC,"Fatty acid biosynthesis","Beta-ketoacyl-[acyl-carrier-protein] synthase III"
Dokdonia donghaensis MED134,NZ_CH672388,fig|313590.6.peg.726,MED134_11155,VBIDokDon50125_0726,,"Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)",PATRIC,"Citrate cycle (TCA cycle)","Succinate dehydrogenase (quinone)"
