Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1150,,,,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54) / Chorismate mutase I (EC 5.4.99.5)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-deoxy-7-phosphoheptulonate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1874,,,,"Glutamyl-tRNA synthetase (EC 6.1.1.17)",PATRIC,"Porphyrin and chlorophyll metabolism","Glutamate--tRNA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2558,,,,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",PATRIC,"Phenylalanine metabolism","In ketonic substances"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.245,,,,"Cysteine desulfurase (EC 2.8.1.7)",PATRIC,"Thiamine metabolism","Cysteine desulfurase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2566,,,,"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)",PATRIC,"D-Glutamine and D-glutamate metabolism","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.396,,,,"Acetyl-CoA acetyltransferase (EC 2.3.1.9)",PATRIC,"Butanoate metabolism","Acetyl-CoA C-acetyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.230,,,,"Butyryl-CoA dehydrogenase (EC 1.3.8.1)",PATRIC,"Butanoate metabolism","Short-chain acyl-CoA dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2443,,,,"Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Mannose-1-phosphate guanylyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1946,,,,"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)",PATRIC,"Nicotinate and nicotinamide metabolism","Nicotinate-nucleotide adenylyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.196,,,,"Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR",PATRIC,"Pyrimidine metabolism","Uracil phosphoribosyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.718,,,,"Beta-hexosaminidase (EC 3.2.1.52)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Beta-N-acetylhexosaminidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.276,,,,"UDP-glucose 6-dehydrogenase (EC 1.1.1.22)",PATRIC,"Pentose and glucuronate interconversions","UDP-glucose 6-dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1548,,,,"Glutaryl-CoA dehydrogenase (EC 1.3.8.6)",PATRIC,"Lysine degradation","Glutaryl-CoA dehydrogenase (ETF)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.388,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1053,,,,"3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)",PATRIC,"Benzoate degradation via hydroxylation","3-hydroxybutyryl-CoA dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.547,,,,"Purine nucleoside phosphorylase (EC 2.4.2.1)",PATRIC,"Nicotinate and nicotinamide metabolism","Purine-nucleoside phosphorylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1138,,,,"Malate synthase (EC 2.3.3.9)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Malate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1274,,,,"IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)",PATRIC,"One carbon pool by folate","Phosphoribosylaminoimidazolecarboxamide formyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1412,,,,"Branched-chain amino acid aminotransferase (EC 2.6.1.42)",PATRIC,"Pantothenate and CoA biosynthesis","Branched-chain-amino-acid transaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.548,,,,"Polyphosphate kinase (EC 2.7.4.1)",PATRIC,"Oxidative phosphorylation","Polyphosphate kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2280,,,,"Mannose-6-phosphate isomerase (EC 5.3.1.8)",PATRIC,"Fructose and mannose metabolism","Mannose-6-phosphate isomerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.363,,,,"DNA polymerase III epsilon subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1633,,,,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Glutamine--fructose-6-phosphate transaminase (isomerizing)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2806,,,,"Glutamate synthase [NADPH] small chain (EC 1.4.1.13)",PATRIC,"Nitrogen metabolism","Glutamate synthase (NADPH)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2617,,,,"Malate dehydrogenase (EC 1.1.1.37)",PATRIC,"Pyruvate metabolism","Malate dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1834,,,,"Amidophosphoribosyltransferase (EC 2.4.2.14)",PATRIC,"Alanine, aspartate and glutamate metabolism","Amidophosphoribosyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2351,,,,"Phenylalanine-4-hydroxylase (EC 1.14.16.1) - Long",PATRIC,"Phenylalanine metabolism","Phenylalanine 4-monooxygenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.733,,,,"Beta-hexosaminidase (EC 3.2.1.52)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Beta-N-acetylhexosaminidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1072,,,,"5'-nucleotidase (EC 3.1.3.5)",PATRIC,"Nicotinate and nicotinamide metabolism","5'-nucleotidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1935,,,,"Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",PATRIC,"Polyketide sugar unit biosynthesis","Glucose-1-phosphate thymidylyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1801,,,,"Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)",PATRIC,"Glycerophospholipid metabolism","1-acylglycerol-3-phosphate O-acyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2416,,,,"3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)",PATRIC,"Valine, leucine and isoleucine biosynthesis","3-isopropylmalate dehydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2564,,,,"UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)",PATRIC,"Lysine biosynthesis","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.282,,,,"Sorbitol dehydrogenase (EC 1.1.1.14)",PATRIC,"Fructose and mannose metabolism","L-iditol 2-dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.643,,,,"Cystathionine gamma-lyase (EC 4.4.1.1)",PATRIC,"Cysteine and methionine metabolism","Cystathionine gamma-lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2610,,,,"Kynureninase (EC 3.7.1.3)",PATRIC,"Tryptophan metabolism","Kynureninase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.807,,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",PATRIC,"Fatty acid biosynthesis","Beta-ketoacyl-[acyl-carrier-protein] synthase III"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2366,,,,"Methylglutaconyl-CoA hydratase (EC 4.2.1.18)",PATRIC,"Valine, leucine and isoleucine degradation","Methylglutaconyl-CoA hydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1118,,,,"Arginyl-tRNA synthetase (EC 6.1.1.19)",PATRIC,"Aminoacyl-tRNA biosynthesis","Arginine--tRNA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1652,,,,"Aliphatic amidase AmiE (EC 3.5.1.4)",PATRIC,"Phenylalanine metabolism","Amidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2438,,,,"Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)",PATRIC,"Pyruvate metabolism","Pyruvate dehydrogenase (acetyl-transferring)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2815,,,,"Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","Isochorismate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.235,,,,"Phosphoenolpyruvate synthase (EC 2.7.9.2)",PATRIC,"Pyruvate metabolism","Pyruvate, water dikinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2151,,,,"Poly (beta-D-mannuronate) lyase (EC 4.2.2.3)",PATRIC,"Fructose and mannose metabolism","Poly(beta-D-mannuronate) lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2448,,,,"Alkaline phosphatase (EC 3.1.3.1)",PATRIC,"Folate biosynthesis","Alkaline phosphatase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2244,,,,"Aspartokinase (EC 2.7.2.4)",PATRIC,"Cysteine and methionine metabolism","Aspartate kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.938,,,,"Aminodeoxychorismate lyase (EC 4.1.3.38)",PATRIC,"Folate biosynthesis","Aminodeoxychorismate lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1067,,,,"Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)",PATRIC,"Pantothenate and CoA biosynthesis","Phosphopantothenate--cysteine ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2436,,,,"Cytidine deaminase (EC 3.5.4.5)",PATRIC,"Drug metabolism - other enzymes","Cytidine deaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1585,,,,"Homogentisate 1,2-dioxygenase (EC 1.13.11.5)",PATRIC,"Tyrosine metabolism","Homogentisate 1,2-dioxygenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.511,,,,"Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)",PATRIC,"Lipopolysaccharide biosynthesis","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1222,,,,"L-asparaginase I, cytoplasmic (EC 3.5.1.1)",PATRIC,"Cyanoamino acid metabolism","Asparaginase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1883,,,,"Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1370,,,,"tRNA dihydrouridine synthase B (EC 1.-.-.-)",PATRIC,"Isoquinoline alkaloid biosynthesis","Oxidoreductases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2531,,,,"DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)",PATRIC,"Pyrimidine metabolism","DNA-directed RNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1891,,,,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)",PATRIC,"Amino sugar and nucleotide sugar metabolism","GDP-mannose 4,6-dehydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2977,,,,"Alanine dehydrogenase (EC 1.4.1.1)",PATRIC,"Alanine, aspartate and glutamate metabolism","Alanine dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.21,,,,"Threonine synthase (EC 4.2.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Threonine synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1778,,,,"Porphobilinogen synthase (EC 4.2.1.24)",PATRIC,"Porphyrin and chlorophyll metabolism","Porphobilinogen synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1925,,,,"ATP synthase F0 sector subunit b (EC 3.6.3.14)",PATRIC,"Methane metabolism","H(+)-transporting two-sector ATPase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2356,,,,"1,2-phenylacetyl-CoA epoxidase, subunit A (EC 1.14.13.149)",PATRIC,"Phenylalanine metabolism","Phenylacetyl-CoA 1,2-epoxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.6,,,,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Peroxiredoxin"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2248,,,,"Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)",PATRIC,"Oxidative phosphorylation","Succinate dehydrogenase (quinone)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1699,,,,"Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)",PATRIC,"Purine metabolism","Ribose-phosphate diphosphokinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1034,,,,"GTP cyclohydrolase I (EC 3.5.4.16) type 1",PATRIC,"Folate biosynthesis","GTP cyclohydrolase I"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2409,,,,"N-succinylornithine carbamoyltransferase (EC 2.1.3.11)",PATRIC,"Arginine and proline metabolism","N-succinylornithine carbamoyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1654,,,,"DNA polymerase III epsilon subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2167,,,,"Fructokinase (EC 2.7.1.4)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Fructokinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1354,,,,"Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)",PATRIC,"Nitrogen metabolism","Nitrite reductase (NAD(P)H)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1364,,,,"4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)",PATRIC,"Vitamin B6 metabolism","4-hydroxythreonine-4-phosphate dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.713,,,,"Phosphoglucomutase (EC 5.4.2.2)",PATRIC,"Purine metabolism","Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1631,,,,"ATP synthase epsilon chain (EC 3.6.3.14)",PATRIC,"Methane metabolism","H(+)-transporting two-sector ATPase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.268,,,,"UDP-glucose 4-epimerase (EC 5.1.3.2)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-glucose 4-epimerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2647,,,,"Transketolase, N-terminal section (EC 2.2.1.1)",PATRIC,"Pentose phosphate pathway","Transketolase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1284,,,,"Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1123,,,,"Thioredoxin reductase (EC 1.8.1.9)",PATRIC,"Pyrimidine metabolism","Thioredoxin-disulfide reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1214,,,,"2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)",PATRIC,"Lipopolysaccharide biosynthesis","3-deoxy-8-phosphooctulonate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2153,,,,"Alginate lyase precursor (EC 4.2.2.3)",PATRIC,"Fructose and mannose metabolism","Poly(beta-D-mannuronate) lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2425,,,,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",PATRIC,"Glycine, serine and threonine metabolism","L-serine ammonia-lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2603,,,,"2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45)",PATRIC,"Tryptophan metabolism","Aminocarboxymuconate-semialdehyde decarboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2358,,,,"1,2-phenylacetyl-CoA epoxidase, subunit C (EC 1.14.13.149)",PATRIC,"Phenylalanine metabolism","Phenylacetyl-CoA 1,2-epoxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1676,,,,"Aspartokinase (EC 2.7.2.4)",PATRIC,"Cysteine and methionine metabolism","Aspartate kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2171,,,,"Beta-phosphoglucomutase (EC 5.4.2.6)",PATRIC,"Starch and sucrose metabolism","Beta-phosphoglucomutase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2732,,,,"Tyrosine-protein kinase Wzc (EC 2.7.10.2)",PATRIC,"T cell receptor signaling pathway","Non-specific protein-tyrosine kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.765,,,,"B12 binding domain / kinase domain / Methylmalonyl-CoA mutase (EC 5.4.99.2)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Methylmalonyl-CoA mutase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1450,,,,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)",PATRIC,"Cysteine and methionine metabolism","O-acetylhomoserine aminocarboxypropyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.193,,,,"Trehalose-6-phosphate hydrolase (EC 3.2.1.93)",PATRIC,"Starch and sucrose metabolism","Alpha,alpha-phosphotrehalase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1042,,,,"ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42)",PATRIC,"Purine metabolism","ADP-ribose diphosphatase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.512,,,,"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108) / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",PATRIC,"Fatty acid biosynthesis","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1198,,,,"Phosphatidylserine decarboxylase (EC 4.1.1.65)",PATRIC,"Glycerophospholipid metabolism","Phosphatidylserine decarboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1494,,,,"Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]",PATRIC,"Lipopolysaccharide biosynthesis","Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2323,,,,"Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1326,,,,"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)",PATRIC,"Pantothenate and CoA biosynthesis","Pantothenate kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1564,,,,"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",PATRIC,"Propanoate metabolism","Methylmalonyl-CoA mutase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2462,,,,"N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)",PATRIC,"Purine metabolism","5-(carboxyamino)imidazole ribonucleotide mutase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.571,,,,"Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)",PATRIC,"Purine metabolism","Adenylosuccinate lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1283,,,,"DNA polymerase IV (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2699,,,,"Lysine ketoglutarate reductase (EC 1.5.1.8) (LKR) / Saccharopine dehydrogenase (EC 1.5.1.9)",PATRIC,"Lysine degradation","Saccharopine dehydrogenase (NADP(+), L-lysine-forming)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2365,,,,"3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (EC 1.17.1.7) / 2-oxepin-2(3H)-ylideneacetyl-CoA hydrolase (EC 3.3.2.12)",PATRIC,"Phenylalanine metabolism","Transferred entry: 1.2.1.91"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1762,,,,"Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)",PATRIC,"1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation","Acting on the CH-CH group of donors"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1388,,,,"Uridylate kinase (EC 2.7.4.22)",PATRIC,"Pyrimidine metabolism","UMP kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1058,,,,"tRNA dimethylallyltransferase (EC 2.5.1.75)",PATRIC,"Zeatin biosynthesis","tRNA dimethylallyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.271,,,,"Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",PATRIC,"Streptomycin biosynthesis","Glucose-1-phosphate thymidylyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.505,,,,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG",PATRIC,"Biotin metabolism","3-oxoacyl-[acyl-carrier-protein] reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.533,,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",PATRIC,"Fatty acid biosynthesis","Beta-ketoacyl-[acyl-carrier-protein] synthase I"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2851,,,,"Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type",PATRIC,"Aminoacyl-tRNA biosynthesis","Proline--tRNA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2563,,,,"Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)",PATRIC,"Peptidoglycan biosynthesis","Peptidoglycan glycosyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.947,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)",PATRIC,"Nitrogen metabolism","Cytochrome-c oxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2307,,,,"Fructokinase (EC 2.7.1.4)",PATRIC,"Fructose and mannose metabolism","Fructokinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.275,,,,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",PATRIC,"Biosynthesis of vancomycin group antibiotics","dTDP-glucose 4,6-dehydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2210,,,,"Thioredoxin reductase (EC 1.8.1.9)",PATRIC,"Pyrimidine metabolism","Thioredoxin-disulfide reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1532,,,,"Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)",PATRIC,"Vitamin B6 metabolism","Pyridoxine 5'-phosphate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2077,,,,"Alanine dehydrogenase (EC 1.4.1.1)",PATRIC,"Alanine, aspartate and glutamate metabolism","Alanine dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.753,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Arachidonic acid metabolism","Gamma-glutamyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.212,,,,"6-phosphofructokinase (EC 2.7.1.11)",PATRIC,"Fructose and mannose metabolism","6-phosphofructokinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2251,,,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)",PATRIC,"Purine metabolism","Ribonucleoside-diphosphate reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1056,,,,"DNA polymerase III epsilon subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.790,,,,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II",PATRIC,"Purine metabolism","Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.54,,,,"Fumarate hydratase class II (EC 4.2.1.2)",PATRIC,"Citrate cycle (TCA cycle)","Fumarate hydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1182,,,,"Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)",PATRIC,"Pyruvate metabolism","Acetyl-CoA carboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1901,,,,"UDP-glucuronate decarboxylase (EC 4.1.1.35)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-glucuronate decarboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2239,,,,"Thiamine-monophosphate kinase (EC 2.7.4.16)",PATRIC,"Thiamine metabolism","Thiamine-phosphate kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2762,,,,"Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)",PATRIC,"C5-Branched dibasic acid metabolism","Succinate--CoA ligase (ADP-forming)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1141,,,,"3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-phosphoshikimate 1-carboxyvinyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2031,,,,"Carbonic anhydrase, beta class (EC 4.2.1.1)",PATRIC,"Nitrogen metabolism","Carbonate dehydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1194,,,,"Alanine transaminase (EC 2.6.1.2)",PATRIC,"Carbon fixation in photosynthetic organisms","Alanine transaminase"
