Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.112","MED134_07971","VBIDokDon50125_0112","PATRIC.313590.6.NZ_CH672388.CDS.164288.164599.rev","PATRIC","CDS",164288,164599,312,"-","FIG00000378","PLF_326319_00001654","PGF_01526523","ZP_01049439.1",103,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1409","MED134_14682","VBIDokDon50125_1409","PATRIC.313590.6.NZ_CH672388.CDS.1644059.1645249.rev","PATRIC","CDS",1644059,1645249,1191,"-","FIG01638484","PLF_326319_00002675","PGF_00037017","ZP_01051567.1",396,,"Probable cytochrome-c peroxidase (EC 1.11.1.5)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1410","MED134_14687","VBIDokDon50125_1410","PATRIC.313590.6.NZ_CH672388.CDS.1645584.1645994.rev","PATRIC","CDS",1645584,1645994,411,"-","FIG00638284","PLF_326319_00001965","PGF_08225224","ZP_01051568.1",136,"rho","hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1411","MED134_14692","VBIDokDon50125_1411","PATRIC.313590.6.NZ_CH672388.CDS.1646196.1647920.fwd","PATRIC","CDS",1646196,1647920,1725,"+","FIG00000392","PLF_326319_00001496","PGF_00057483","ZP_01051569.1",574,,"Transcription termination factor Rho","GO:0003715|transcription termination factor activity;GO:0003723|RNA binding;GO:0005524|ATP binding;GO:0006353|transcription termination;GO:0015986|ATP synthesis coupled proton transport;GO:0016469|proton-transporting two-sector ATPase complex"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.113","MED134_07976","VBIDokDon50125_0113","PATRIC.313590.6.NZ_CH672388.CDS.164822.165406.rev","PATRIC","CDS",164822,165406,585,"-","FIG01649941","PLF_326319_00001454","PGF_01526518","ZP_01049440.1",194,,"Thiol methyltransferase 1",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1412","MED134_14697","VBIDokDon50125_1412","PATRIC.313590.6.NZ_CH672388.CDS.1648316.1648591.fwd","PATRIC","CDS",1648316,1648591,276,"+","FIG00045397","PLF_326319_00004326","PGF_00419416","ZP_01051570.1",91,,"Conserved hypothetical protein probably involved in assimilatory sulfate reduction",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1413","MED134_14702","VBIDokDon50125_1413","PATRIC.313590.6.NZ_CH672388.CDS.1648594.1649214.fwd","PATRIC","CDS",1648594,1649214,621,"+","FIG00001448","PLF_326319_00000786","PGF_00033363","ZP_01051571.1",206,,"Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)","GO:0004604|phosphoadenylyl-sulfate reductase (thioredoxin) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1414","MED134_14707","VBIDokDon50125_1414","PATRIC.313590.6.NZ_CH672388.CDS.1649222.1650154.fwd","PATRIC","CDS",1649222,1650154,933,"+","FIG00000728","PLF_326319_00001421","PGF_00054961","ZP_01051572.1",310,,"Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)","GO:0004781|sulfate adenylyltransferase (ATP) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1415","MED134_14712","VBIDokDon50125_1415","PATRIC.313590.6.NZ_CH672388.CDS.1650219.1651463.fwd","PATRIC","CDS",1650219,1651463,1245,"+","FIG00133143","PLF_326319_00004329","PGF_00054959","ZP_01051573.1",414,,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)","GO:0004781|sulfate adenylyltransferase (ATP) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1416","MED134_14717","VBIDokDon50125_1416","PATRIC.313590.6.NZ_CH672388.CDS.1651633.1653504.rev","PATRIC","CDS",1651633,1653504,1872,"-","FIG00005216","PLF_326319_00001423","PGF_08030327","ZP_01051574.1",623,,"Sulfate permease","GO:0005215|transporter activity;GO:0006810|transport;GO:0006813|potassium ion transport;GO:0008324|cation transmembrane transporter activity;GO:0015137|citrate transmembrane transporter activity;GO:0015746|citrate transport;GO:0016021|integral to membrane"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1417","MED134_14722","VBIDokDon50125_1417","PATRIC.313590.6.NZ_CH672388.CDS.1653759.1654430.fwd","PATRIC","CDS",1653759,1654430,672,"+","FIG00638284","PLF_326319_00001966","PGF_01526645","ZP_01051575.1",223,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1418","MED134_14727","VBIDokDon50125_1418","PATRIC.313590.6.NZ_CH672388.CDS.1654509.1655138.fwd","PATRIC","CDS",1654509,1655138,630,"+","FIG00638284","PLF_326319_00001967","PGF_10411679","ZP_01051576.1",209,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1419","MED134_14732","VBIDokDon50125_1419","PATRIC.313590.6.NZ_CH672388.CDS.1655145.1656479.fwd","PATRIC","CDS",1655145,1656479,1335,"+","FIG00898357","PLF_326319_00002288","PGF_02195546","ZP_01051577.1",444,,"Two-component system sensor histidine kinase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.114","MED134_07981","VBIDokDon50125_0114","PATRIC.313590.6.NZ_CH672388.CDS.165531.167093.rev","PATRIC","CDS",165531,167093,1563,"-","FIG00002352","PLF_326319_00000810","PGF_03055578","ZP_01049441.1",520,,"Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1420","MED134_14737","VBIDokDon50125_1420","PATRIC.313590.6.NZ_CH672388.CDS.1656558.1657403.rev","PATRIC","CDS",1656558,1657403,846,"-","FIG00948083","PLF_326319_00000280","PGF_06495978","ZP_01051578.1",281,,"Integral membrane protein TerC",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1421","MED134_14742","VBIDokDon50125_1421","PATRIC.313590.6.NZ_CH672388.CDS.1657407.1657787.rev","PATRIC","CDS",1657407,1657787,381,"-","FIG00552778","PLF_326319_00001968","PGF_03151117","ZP_01051579.1",126,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1422","MED134_14747","VBIDokDon50125_1422","PATRIC.313590.6.NZ_CH672388.CDS.1657901.1658350.rev","PATRIC","CDS",1657901,1658350,450,"-","FIG00653290","PLF_326319_00002155","PGF_12861419","ZP_01051580.1",149,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1423",,"VBIDokDon50125_1423","PATRIC.313590.6.NZ_CH672388.CDS.1658503.1658619.rev","PATRIC","CDS",1658503,1658619,117,"-",,"PLF_326319_00003095","PGF_01527149",,38,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1424","MED134_14752","VBIDokDon50125_1424","PATRIC.313590.6.NZ_CH672388.CDS.1658633.1659679.fwd","PATRIC","CDS",1658633,1659679,1047,"+","FIG00648843","PLF_326319_00001969","PGF_06191273","ZP_01051581.1",348,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1425","MED134_14757","VBIDokDon50125_1425","PATRIC.313590.6.NZ_CH672388.CDS.1659814.1660296.fwd","PATRIC","CDS",1659814,1660296,483,"+","FIG01956023","PLF_326319_00002318","PGF_01424767","ZP_01051582.1",160,,"Transcriptional regulator, AsnC family",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1426","MED134_14762","VBIDokDon50125_1426","PATRIC.313590.6.NZ_CH672388.CDS.1660379.1660900.fwd","PATRIC","CDS",1660379,1660900,522,"+","FIG00652724","PLF_326319_00001970","PGF_10330839","ZP_01051583.1",173,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1427","MED134_14767","VBIDokDon50125_1427","PATRIC.313590.6.NZ_CH672388.CDS.1660895.1661983.rev","PATRIC","CDS",1660895,1661983,1089,"-","FIG00000224","PLF_326319_00001186","PGF_00417658","ZP_01051584.1",362,,"3-dehydroquinate synthase (EC 4.2.3.4)","GO:0003856|3-dehydroquinate synthase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1428","MED134_14772","VBIDokDon50125_1428","PATRIC.313590.6.NZ_CH672388.CDS.1662073.1663242.fwd","PATRIC","CDS",1662073,1663242,1170,"+","FIG01462207","PLF_326319_00001105","PGF_00416424","ZP_01051585.1",389,,"Carbapenem antibiotics biosynthesis protein carD",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1429","MED134_14777","VBIDokDon50125_1429","PATRIC.313590.6.NZ_CH672388.CDS.1663243.1663827.rev","PATRIC","CDS",1663243,1663827,585,"-","FIG00638284","PLF_326319_00002156","PGF_01526727","ZP_01051586.1",194,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1430","MED134_14782","VBIDokDon50125_1430","PATRIC.313590.6.NZ_CH672388.CDS.1663840.1664220.rev","PATRIC","CDS",1663840,1664220,381,"-","FIG00638284","PLF_326319_00002157","PGF_00332350","ZP_01051587.1",126,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1431","MED134_14787","VBIDokDon50125_1431","PATRIC.313590.6.NZ_CH672388.CDS.1664228.1665394.rev","PATRIC","CDS",1664228,1665394,1167,"-","FIG00000895","PLF_326319_00000586","PGF_04306800","ZP_01051588.1",388,,"Alanine dehydrogenase (EC 1.4.1.1)","GO:0000286|alanine dehydrogenase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1432","MED134_14792","VBIDokDon50125_1432","PATRIC.313590.6.NZ_CH672388.CDS.1665620.1666984.fwd","PATRIC","CDS",1665620,1666984,1365,"+","FIG00022427","PLF_326319_00000173","PGF_00760084","ZP_01051589.1",454,,"Cystathionine beta-synthase (EC 4.2.1.22)","GO:0004122|cystathionine beta-synthase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1433","MED134_14797","VBIDokDon50125_1433","PATRIC.313590.6.NZ_CH672388.CDS.1667159.1668436.fwd","PATRIC","CDS",1667159,1668436,1278,"+","FIG00638284","PLF_326319_00001714","PGF_08225224","ZP_01051590.1",425,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1434","MED134_14802","VBIDokDon50125_1434","PATRIC.313590.6.NZ_CH672388.CDS.1668658.1670250.rev","PATRIC","CDS",1668658,1670250,1593,"-","FIG00000560","PLF_326319_00000760","PGF_00030643","ZP_01051591.1",530,,"Peptide chain release factor 3","GO:0005525|GTP binding;GO:0006412|translation"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.1435",,"VBIDokDon50125_1435","PATRIC.313590.6.NZ_CH672388.CDS.1671861.1672028.rev","PATRIC","CDS",1671861,1672028,168,"-","FIG00638284","PLF_326319_00002866","PGF_01527029",,55,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.115","MED134_07986","VBIDokDon50125_0115","PATRIC.313590.6.NZ_CH672388.CDS.167323.170025.rev","PATRIC","CDS",167323,170025,2703,"-","FIG01260980","PLF_326319_00001482","PGF_10537966","ZP_01049442.1",900,,"TonB-dependent receptor",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.116","MED134_07991","VBIDokDon50125_0116","PATRIC.313590.6.NZ_CH672388.CDS.170050.170412.rev","PATRIC","CDS",170050,170412,363,"-","FIG00627566","PLF_326319_00002443","PGF_09666309","ZP_01049443.1",120,,"Two-component transcriptional response regulator, LuxR family",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.117","MED134_07996","VBIDokDon50125_0117","PATRIC.313590.6.NZ_CH672388.CDS.170437.170844.rev","PATRIC","CDS",170437,170844,408,"-","FIG01956054","PLF_326319_00000961","PGF_08576393","ZP_01049444.1",135,,"Response regulator",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.118","MED134_08001","VBIDokDon50125_0118","PATRIC.313590.6.NZ_CH672388.CDS.171064.171909.rev","PATRIC","CDS",171064,171909,846,"-","FIG01340350","PLF_326319_00000932","PGF_00046180","ZP_01049445.1",281,,"RIKEN cDNA 3110005O21 gene",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.119","MED134_08006","VBIDokDon50125_0119","PATRIC.313590.6.NZ_CH672388.CDS.172032.173063.rev","PATRIC","CDS",172032,173063,1032,"-","FIG00000467","PLF_326319_00000604","PGF_01400330","ZP_01049446.1",343,,"Biotin synthase (EC 2.8.1.6)","GO:0004076|biotin synthase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.120","MED134_08011","VBIDokDon50125_0120","PATRIC.313590.6.NZ_CH672388.CDS.173261.174415.rev","PATRIC","CDS",173261,174415,1155,"-","FIG00002246","PLF_326319_00000563","PGF_10374466","ZP_01049447.1",384,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","GO:0033817|beta-ketoacyl-acyl-carrier-protein synthase II activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.121","MED134_08016","VBIDokDon50125_0121","PATRIC.313590.6.NZ_CH672388.CDS.174549.174992.fwd","PATRIC","CDS",174549,174992,444,"+","FIG00638284","PLF_326319_00002169","PGF_01526731","ZP_01049448.1",147,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.122","MED134_08021","VBIDokDon50125_0122","PATRIC.313590.6.NZ_CH672388.CDS.174989.176254.rev","PATRIC","CDS",174989,176254,1266,"-","FIG00012547","PLF_326319_00001082","PGF_05255412","ZP_01049449.1",421,,"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)","GO:0004015|adenosylmethionine-8-amino-7-oxononanoate transaminase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.123","MED134_08026","VBIDokDon50125_0123","PATRIC.313590.6.NZ_CH672388.CDS.176323.176955.rev","PATRIC","CDS",176323,176955,633,"-","FIG00000423","PLF_326319_00000172","PGF_03760224","ZP_01049450.1",210,,"Dethiobiotin synthase BioD (EC 6.3.3.3)","GO:0004141|dethiobiotin synthase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.124","MED134_08031","VBIDokDon50125_0124","PATRIC.313590.6.NZ_CH672388.CDS.177010.178194.rev","PATRIC","CDS",177010,178194,1185,"-","FIG00051001","PLF_326319_00001067","PGF_07541421","ZP_01049451.1",394,,"8-amino-7-oxononanoate synthase (EC 2.3.1.47)","GO:0008710|8-amino-7-oxononanoate synthase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.125","MED134_08036","VBIDokDon50125_0125","PATRIC.313590.6.NZ_CH672388.CDS.178280.180052.fwd","PATRIC","CDS",178280,180052,1773,"+","FIG00638284","PLF_326319_00001833","PGF_08225224","ZP_01049452.1",590,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.126","MED134_08041","VBIDokDon50125_0126","PATRIC.313590.6.NZ_CH672388.CDS.180428.180688.fwd","PATRIC","CDS",180428,180688,261,"+",,"PLF_326319_00002518","PGF_01526816","ZP_01049453.1",86,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.127","MED134_08051","VBIDokDon50125_0127","PATRIC.313590.6.NZ_CH672388.CDS.181178.181381.fwd","PATRIC","CDS",181178,181381,204,"+","FIG01232116","PLF_326319_00001517","PGF_04743045","ZP_01049455.1",67,,"Uncharacterized transcriptional regulator YozG, Cro/CI family",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.128","MED134_08056","VBIDokDon50125_0128","PATRIC.313590.6.NZ_CH672388.CDS.181468.181746.rev","PATRIC","CDS",181468,181746,279,"-","FIG00000249","PLF_326319_00001073","PGF_07919746","ZP_01049456.1",92,,"ATP synthase epsilon chain (EC 3.6.3.14)","GO:0046933|hydrogen ion transporting ATP synthase activity, rotational mechanism;GO:0046961|hydrogen ion transporting ATPase activity, rotational mechanism"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.129","MED134_08061","VBIDokDon50125_0129","PATRIC.313590.6.NZ_CH672388.CDS.181795.183303.rev","PATRIC","CDS",181795,183303,1509,"-","FIG00040241","PLF_326319_00001201","PGF_05195027","ZP_01049457.1",502,,"ATP synthase beta chain (EC 3.6.3.14)","GO:0046933|hydrogen ion transporting ATP synthase activity, rotational mechanism;GO:0046961|hydrogen ion transporting ATPase activity, rotational mechanism"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.130","MED134_08066","VBIDokDon50125_0130","PATRIC.313590.6.NZ_CH672388.CDS.183599.185446.rev","PATRIC","CDS",183599,185446,1848,"-","FIG00000038","PLF_326319_00001171","PGF_01960322","ZP_01049458.1",615,,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)","GO:0004360|glutamine-fructose-6-phosphate transaminase (isomerizing) activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.131","MED134_08071","VBIDokDon50125_0131","PATRIC.313590.6.NZ_CH672388.CDS.185459.187237.rev","PATRIC","CDS",185459,187237,1779,"-","FIG00649574","PLF_326319_00001834","PGF_08225224","ZP_01049459.1",592,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.132","MED134_08076","VBIDokDon50125_0132","PATRIC.313590.6.NZ_CH672388.CDS.187247.187864.rev","PATRIC","CDS",187247,187864,618,"-","FIG00937668","PLF_326319_00001386","PGF_00052646","ZP_01049460.1",205,,"Similar to glycogen synthase (EC 2.4.1.21)",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.133","MED134_08081","VBIDokDon50125_0133","PATRIC.313590.6.NZ_CH672388.CDS.188256.189017.fwd","PATRIC","CDS",188256,189017,762,"+","FIG00000440","PLF_326319_00000743","PGF_00523822","ZP_01049461.1",253,,"Pantoate--beta-alanine ligase (EC 6.3.2.1)","GO:0004592|pantoate-beta-alanine ligase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.134","MED134_08086","VBIDokDon50125_0134","PATRIC.313590.6.NZ_CH672388.CDS.189042.189392.fwd","PATRIC","CDS",189042,189392,351,"+","FIG00008304","PLF_326319_00000477","PGF_00985834","ZP_01049462.1",116,,"Aspartate 1-decarboxylase (EC 4.1.1.11)","GO:0004068|aspartate 1-decarboxylase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.135","MED134_08091","VBIDokDon50125_0135","PATRIC.313590.6.NZ_CH672388.CDS.189506.190351.fwd","PATRIC","CDS",189506,190351,846,"+","FIG00937476","PLF_326319_00002261","PGF_00406723","ZP_01049463.1",281,,"putative dolichol-P-glucose synthetase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.136","MED134_08096","VBIDokDon50125_0136","PATRIC.313590.6.NZ_CH672388.CDS.190396.191541.fwd","PATRIC","CDS",190396,191541,1146,"+","FIG00998593","PLF_326319_00000886","PGF_01052823","ZP_01049464.1",381,,"Putative esterase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.137","MED134_08101","VBIDokDon50125_0137","PATRIC.313590.6.NZ_CH672388.CDS.191597.193210.fwd","PATRIC","CDS",191597,193210,1614,"+","FIG01317083","PLF_326319_00001632","PGF_01526520","ZP_01049465.1",537,,"adenylate/guanylate cyclase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.138","MED134_08106","VBIDokDon50125_0138","PATRIC.313590.6.NZ_CH672388.CDS.193567.194712.fwd","PATRIC","CDS",193567,194712,1146,"+","FIG00000283","PLF_326319_00001129","PGF_00421792","ZP_01049466.1",381,,"DNA repair protein RadA","GO:0003678|DNA helicase activity;GO:0005524|ATP binding;GO:0006260|DNA replication"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.139","MED134_08111","VBIDokDon50125_0139","PATRIC.313590.6.NZ_CH672388.CDS.194783.195757.rev","PATRIC","CDS",194783,195757,975,"-","FIG00003513","PLF_326319_00001444","PGF_03844200","ZP_01049467.1",324,,"Tas protein, an NADP(H)-dependent aldo-keto reductase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.140","MED134_08121","VBIDokDon50125_0140","PATRIC.313590.6.NZ_CH672388.CDS.196280.197230.rev","PATRIC","CDS",196280,197230,951,"-","FIG00025360","PLF_326319_00000702","PGF_08159256","ZP_01049469.1",316,,"OmpA domain protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.141","MED134_08126","VBIDokDon50125_0141","PATRIC.313590.6.NZ_CH672388.CDS.197298.198062.rev","PATRIC","CDS",197298,198062,765,"-","FIG00000065","PLF_326319_00000294","PGF_07420523","ZP_01049470.1",254,,"Exodeoxyribonuclease III (EC 3.1.11.2)","GO:0008853|exodeoxyribonuclease III activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.142","MED134_08131","VBIDokDon50125_0142","PATRIC.313590.6.NZ_CH672388.CDS.198181.201606.fwd","PATRIC","CDS",198181,201606,3426,"+","FIG00649201","PLF_326319_00000152","PGF_00426645","ZP_01049471.1",1141,,"FIG00552857: hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.143","MED134_08136","VBIDokDon50125_0143","PATRIC.313590.6.NZ_CH672388.CDS.201645.201989.fwd","PATRIC","CDS",201645,201989,345,"+","FIG00638284","PLF_326319_00001835","PGF_01526595","ZP_01049472.1",114,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.144","MED134_08141","VBIDokDon50125_0144","PATRIC.313590.6.NZ_CH672388.CDS.202064.205021.rev","PATRIC","CDS",202064,205021,2958,"-","FIG00638284","PLF_326319_00001836","PGF_08225224","ZP_01049473.1",985,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.145","MED134_08146","VBIDokDon50125_0145","PATRIC.313590.6.NZ_CH672388.CDS.205144.206679.rev","PATRIC","CDS",205144,206679,1536,"-","FIG00001189","PLF_326319_00001286","PGF_00009966","ZP_01049474.1",511,,"Glycyl-tRNA synthetase (EC 6.1.1.14)","GO:0004820|glycine-tRNA ligase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.146","MED134_08151","VBIDokDon50125_0146","PATRIC.313590.6.NZ_CH672388.CDS.206844.207623.rev","PATRIC","CDS",206844,207623,780,"-","FIG00638284","PLF_326319_00001656","PGF_01526524","ZP_01049475.1",259,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.147","MED134_08156","VBIDokDon50125_0147","PATRIC.313590.6.NZ_CH672388.CDS.207728.208459.fwd","PATRIC","CDS",207728,208459,732,"+","FIG00004440","PLF_326319_00000126","PGF_07275226","ZP_01049476.1",243,,"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.148","MED134_08161","VBIDokDon50125_0148","PATRIC.313590.6.NZ_CH672388.CDS.208525.210165.fwd","PATRIC","CDS",208525,210165,1641,"+","FIG00649065","PLF_326319_00001657","PGF_08225224","ZP_01049477.1",546,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.149","MED134_08166","VBIDokDon50125_0149","PATRIC.313590.6.NZ_CH672388.CDS.210152.210931.rev","PATRIC","CDS",210152,210931,780,"-","FIG01304251","PLF_326319_00000385","PGF_00847718","ZP_01049478.1",259,,"Aliphatic amidase AmiE (EC 3.5.1.4)","GO:0004040|amidase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.150","MED134_08171","VBIDokDon50125_0150","PATRIC.313590.6.NZ_CH672388.CDS.211025.212935.fwd","PATRIC","CDS",211025,212935,1911,"+","FIG00138695","PLF_326319_00000842","PGF_01054812","ZP_01049479.1",636,,"Predicted signal-transduction protein containing cAMP-binding and CBS domains",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.151","MED134_08176","VBIDokDon50125_0151","PATRIC.313590.6.NZ_CH672388.CDS.212936.213625.fwd","PATRIC","CDS",212936,213625,690,"+","FIG00008411","PLF_326319_00000354","PGF_10506571","ZP_01049480.1",229,,"DNA polymerase III epsilon subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.152","MED134_08181","VBIDokDon50125_0152","PATRIC.313590.6.NZ_CH672388.CDS.213622.214284.fwd","PATRIC","CDS",213622,214284,663,"+","FIG00937416","PLF_326319_00001296","PGF_01526507","ZP_01049481.1",220,,"Haloacid dehalogenase-like hydrolase",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.153","MED134_08186","VBIDokDon50125_0153","PATRIC.313590.6.NZ_CH672388.CDS.214341.214811.rev","PATRIC","CDS",214341,214811,471,"-","FIG01353714","PLF_326319_00000464","PGF_00056408","ZP_01049482.1",156,,"Ankyrin-like protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.154","MED134_08191","VBIDokDon50125_0154","PATRIC.313590.6.NZ_CH672388.CDS.215034.215546.fwd","PATRIC","CDS",215034,215546,513,"+","FIG00638284","PLF_326319_00001837","PGF_00188509","ZP_01049483.1",170,,"hypothetical protein",
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.155","MED134_08196","VBIDokDon50125_0155","PATRIC.313590.6.NZ_CH672388.CDS.215543.216685.rev","PATRIC","CDS",215543,216685,1143,"-","FIG00719736","PLF_326319_00000597","PGF_04544396","ZP_01049484.1",380,,"Aspartate aminotransferase (EC 2.6.1.1)","GO:0004069|aspartate transaminase activity"
"Dokdonia donghaensis MED134","313590.6","NZ_CH672388","fig|313590.6.peg.156","MED134_08201","VBIDokDon50125_0156","PATRIC.313590.6.NZ_CH672388.CDS.216760.217368.rev","PATRIC","CDS",216760,217368,609,"-","FIG00651241","PLF_326319_00001658","PGF_04447369","ZP_01049485.1",202,,"hypothetical protein",
