gene_id,product,subsystem,system,value
MED134_03709,hypothetical protein,Unspecified,Unspecified,4915.945962221077
MED134_04834,hypothetical protein,Unspecified,Unspecified,4914.827702609138
MED134_04014,peptidase family M10,Unspecified,Unspecified,4891.453265002949
MED134_08256,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,4885.560479316413
MED134_02475,"phosphate starvation-inducible protein, PhoH",Unspecified,Unspecified,4880.110534061887
MED134_03809,hypothetical protein,Unspecified,Unspecified,4830.21336124725
MED134_16486,hypothetical protein,Unspecified,Unspecified,4815.7957828326325
MED134_11966,3-isopropylmalate dehydratase small subunit,"['00660 C5-Branched dibasic acid metabolism [PATH:dok00660]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",4779.359668773955
MED134_09291,hypothetical protein,Unspecified,Unspecified,4752.436631841358
MED134_14391,imelysin peptidase,Unspecified,Unspecified,4744.012771163398
MED134_13131,hypothetical protein,Unspecified,Unspecified,4740.61223629403
MED134_09366,GDP-D-mannose dehydratase,"['00051 Fructose and mannose metabolism [PATH:dok00051]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",4729.998223985032
MED134_09731,undecaprenyl-diphosphatase,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '00552 Teichoic acid biosynthesis [PATH:dok00552]']","['09107 Glycan biosynthesis and metabolism', '09107 Glycan biosynthesis and metabolism']",4698.248410381997
MED134_09586,nucleotidyl transferase,"['00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]', '00523 Polyketide sugar unit biosynthesis [PATH:dok00523]', '00521 Streptomycin biosynthesis [PATH:dok00521]', '00525 Acarbose and validamycin biosynthesis [PATH:dok00525]']","['09107 Glycan biosynthesis and metabolism', '09109 Metabolism of terpenoids and polyketides', '09110 Biosynthesis of other secondary metabolites', '09110 Biosynthesis of other secondary metabolites']",4680.602277437932
MED134_12051,hypothetical protein,Unspecified,Unspecified,4679.668599661603
MED134_01475,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,4574.114770449661
MED134_14011,naphthoate synthase,['00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]'],['09108 Metabolism of cofactors and vitamins'],4573.504029699077
MED134_06164,phosphoglucomutase/phosphomannomutase family protein,"['00051 Fructose and mannose metabolism [PATH:dok00051]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",4566.336058813346
MED134_02530,two-component system sensor histidine kinase,Unspecified,Unspecified,4555.315785738487
MED134_02125,DNA repair protein RecN,Unspecified,Unspecified,4550.97985321074
MED134_12586,amidinotransferase,Unspecified,Unspecified,4506.1899087228685
MED134_09911,hypothetical protein,Unspecified,Unspecified,4482.313921159748
MED134_12986,hypothetical protein,Unspecified,Unspecified,4445.042738292736
MED134_05094,DEAD/DEAH box helicase,['03440 Homologous recombination [PATH:dok03440]'],['09124 Replication and repair'],4413.714367918548
MED134_14697,hypothetical protein,Unspecified,Unspecified,4413.033321594928
MED134_05984,hypothetical protein,Unspecified,Unspecified,4386.731733116457
MED134_08101,"transcription regulator, LuxR/FixJ family",Unspecified,Unspecified,4383.970756705823
MED134_00800,radical SAM superfamily protein,Unspecified,Unspecified,4375.485596534696
MED134_11761,urocanate hydratase,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],4338.587018233095
MED134_02870,hypothetical protein,Unspecified,Unspecified,4305.844939311462
MED134_06224,"transcriptional regulator, MarR family",Unspecified,Unspecified,4288.198900463758
MED134_02975,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",['00300 Lysine biosynthesis [PATH:dok00300]'],['09105 Amino acid metabolism'],4259.875144962307
MED134_13791,DHH family protein,['00920 Sulfur metabolism [PATH:dok00920]'],['09102 Energy metabolism'],4238.660236516562
MED134_01230,putative copper/silver resistance-related permease,Unspecified,Unspecified,4220.553663740608
MED134_14772,proline dehydrogenase,['00330 Arginine and proline metabolism [PATH:dok00330]'],['09105 Amino acid metabolism'],4214.855303858842
MED134_08236,peptidase family S41,Unspecified,Unspecified,4157.621414051481
MED134_01165,tRNA-i(6)A37 modification enzyme MiaB,Unspecified,Unspecified,4145.548968222272
MED134_07204,"transcriptional activator, LysR family",Unspecified,Unspecified,4140.837115632797
MED134_08276,"fructose-1,6-bisphosphatase","['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00030 Pentose phosphate pathway [PATH:dok00030]', '00051 Fructose and mannose metabolism [PATH:dok00051]', '00680 Methane metabolism [PATH:dok00680]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism']",4120.102131849576
MED134_14737,integral membrane protein TerC family,Unspecified,Unspecified,4108.927986909617
MED134_03115,putative permease YjgP/YjgQ family,['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],4106.876924770316
MED134_17770,hypothetical protein,Unspecified,Unspecified,4104.6344525196855
MED134_16114,Demethylmenaquinone methyltransferase,['00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]'],['09108 Metabolism of cofactors and vitamins'],4096.713564821593
MED134_10151,transcription elongation factor GreA/GreB family protein,Unspecified,Unspecified,4090.757256056334
MED134_01790,radical SAM superfamily protein,Unspecified,Unspecified,4086.5205874934645
MED134_09311,outer membrane protein (OmpH-like),Unspecified,Unspecified,4070.036270451111
MED134_13121,hypothetical protein,Unspecified,Unspecified,4048.0443330174176
MED134_09516,hypothetical protein,Unspecified,Unspecified,4022.1944991572236
MED134_14116,cysteine desulfurase,"['00730 Thiamine metabolism [PATH:dok00730]', '04122 Sulfur relay system [PATH:dok04122]']","['09108 Metabolism of cofactors and vitamins', '09123 Folding, sorting and degradation']",4007.2498180544367
MED134_00285,hypothetical protein,Unspecified,Unspecified,3997.9088888590763
MED134_13311,TldD protein,Unspecified,Unspecified,3973.518251225747
MED134_05224,peptidase family M20/M25/M40,Unspecified,Unspecified,3963.813561408473
MED134_13216,tryptophan synthase beta chain,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",3956.791992465083
MED134_04884,histidinol-phosphate aminotransferase,"['00340 Histidine metabolism [PATH:dok00340]', '00350 Tyrosine metabolism [PATH:dok00350]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00401 Novobiocin biosynthesis [PATH:dok00401]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",3882.3613432304073
MED134_09416,NAD-dependent epimerase/dehydratase family protein,"['00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]', '00523 Polyketide sugar unit biosynthesis [PATH:dok00523]', '00521 Streptomycin biosynthesis [PATH:dok00521]', '00525 Acarbose and validamycin biosynthesis [PATH:dok00525]']","['09107 Glycan biosynthesis and metabolism', '09109 Metabolism of terpenoids and polyketides', '09110 Biosynthesis of other secondary metabolites', '09110 Biosynthesis of other secondary metabolites']",3877.627791894016
MED134_04549,MoxR-like ATPase,Unspecified,Unspecified,3871.0910510316417
MED134_02585,threonine ammonia-lyase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",3862.650940933243
MED134_02760,hypothetical protein,Unspecified,Unspecified,3829.59303836459
MED134_04664,hypothetical protein,Unspecified,Unspecified,3814.359588600555
MED134_07826,"homogentisate 1,2-dioxygenase","['00350 Tyrosine metabolism [PATH:dok00350]', '00643 Styrene degradation [PATH:dok00643]']","['09105 Amino acid metabolism', '09111 Xenobiotics biodegradation and metabolism']",3812.3947732344905
MED134_08826,porphobilinogen synthase,['00860 Porphyrin metabolism [PATH:dok00860]'],['09108 Metabolism of cofactors and vitamins'],3797.4800819026823
MED134_03779,chorismate synthase,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]']",['09105 Amino acid metabolism'],3765.1992837918897
MED134_08586,transcriptional accessory protein,Unspecified,Unspecified,3747.3916657630443
MED134_08021,adenosylmethionine-8-amino-7- oxononanoatetransaminase,['00780 Biotin metabolism [PATH:dok00780]'],['09108 Metabolism of cofactors and vitamins'],3737.5355879601493
MED134_14466,hypothetical protein,Unspecified,Unspecified,3725.7419603160693
MED134_06559,peptidylprolyl isomerase,Unspecified,Unspecified,3718.6634844424543
MED134_05399,putative lysine decarboxylase,Unspecified,Unspecified,3698.7444062588934
MED134_04569,hypothetical protein,Unspecified,Unspecified,3691.0236598491015
MED134_13991,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase,['00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]'],['09108 Metabolism of cofactors and vitamins'],3678.908745218532
MED134_01440,phosphatidylserine decarboxylase,['00564 Glycerophospholipid metabolism [PATH:dok00564]'],['09103 Lipid metabolism'],3661.912377779588
MED134_04909,alpha/beta hydrolase,Unspecified,Unspecified,3656.2087497337834
MED134_00120,hypothetical protein,Unspecified,Unspecified,3642.037177424835
MED134_06774,"two-component system response regulator, LytR/AlgR family",Unspecified,Unspecified,3632.441876969843
MED134_08436,hypothetical protein,Unspecified,Unspecified,3624.433243843305
MED134_03149,redoxin,Unspecified,Unspecified,3609.6237705145877
MED134_14111,hypothetical protein,Unspecified,Unspecified,3598.0256727891665
MED134_13556,polysaccharide biosynthesis/export protein,['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],3588.9410063723053
MED134_09106,UvrD/REP helicase,Unspecified,Unspecified,3583.828604448817
MED134_00665,hypothetical protein,Unspecified,Unspecified,3558.277539890908
MED134_11621,LemA family protein,Unspecified,Unspecified,3548.5288461019986
MED134_01825,hypothetical protein,Unspecified,Unspecified,3548.2620162263797
MED134_14256,peptidase family M20/M25/M40,Unspecified,Unspecified,3538.925756750276
MED134_03314,glyceraldehyde-3-phosphate dehydrogenase A,['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]'],['09101 Carbohydrate metabolism'],3513.140390323694
MED134_02990,hypothetical protein,Unspecified,Unspecified,3512.8488112702958
MED134_06029,"dTDP-glucose 4,6-dehydratase","['00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]', '00523 Polyketide sugar unit biosynthesis [PATH:dok00523]', '00521 Streptomycin biosynthesis [PATH:dok00521]', '00525 Acarbose and validamycin biosynthesis [PATH:dok00525]']","['09107 Glycan biosynthesis and metabolism', '09109 Metabolism of terpenoids and polyketides', '09110 Biosynthesis of other secondary metabolites', '09110 Biosynthesis of other secondary metabolites']",3506.336461228105
MED134_07531,OmpA family protein,Unspecified,Unspecified,3465.1880873889945
MED134_08591,hypothetical protein,Unspecified,Unspecified,3454.0623550289347
MED134_02335,sugar isomerase,['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]'],['09107 Glycan biosynthesis and metabolism'],3450.2052228282
MED134_15521,hypothetical protein,Unspecified,Unspecified,3446.096439986005
MED134_08741,two-component system sensor histidine kinase,Unspecified,Unspecified,3433.5884484074268
MED134_08086,aspartate 1-decarboxylase,"['00410 beta-Alanine metabolism [PATH:dok00410]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09106 Metabolism of other amino acids', '09108 Metabolism of cofactors and vitamins']",3418.0892037803087
MED134_04919,hypothetical protein,Unspecified,Unspecified,3406.8423490216933
MED134_09591,hypothetical protein,Unspecified,Unspecified,3384.681042988843
MED134_07369,6-pyruvoyl tetrahydropterin synthase,['00790 Folate biosynthesis [PATH:dok00790]'],['09108 Metabolism of cofactors and vitamins'],3346.334887071829
MED134_11866,hypothetical protein,Unspecified,Unspecified,3342.736571863657
MED134_00895,stationary-phase survival acid phosphatase,"['00230 Purine metabolism [PATH:dok00230]', '00240 Pyrimidine metabolism [PATH:dok00240]', '00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]']","['09104 Nucleotide metabolism', '09104 Nucleotide metabolism', '09108 Metabolism of cofactors and vitamins']",3330.8859489765528
MED134_01025,peptidase family M16,Unspecified,Unspecified,3308.2068976124415
MED134_11756,hypothetical protein,Unspecified,Unspecified,3303.2202485694024
MED134_00370,metallopeptidase family M24,Unspecified,Unspecified,3292.576635576757
MED134_13186,"pseudouridine synthase, RluA family",Unspecified,Unspecified,3291.627844743358
MED134_00870,thioredoxin-related protein,Unspecified,Unspecified,3285.126758222952
MED134_01595,DNA (cytosine-5-)-methyltransferase,['00270 Cysteine and methionine metabolism [PATH:dok00270]'],['09105 Amino acid metabolism'],3285.0504539745893
MED134_08171,putative nucleotidyltransferase DUF294,Unspecified,Unspecified,3279.261233909209
MED134_03764,FAD linked oxidase-like protein,Unspecified,Unspecified,3277.1913144173504
MED134_10945,tRNA (guanine-N7-)-methyltransferase,Unspecified,Unspecified,3255.2733257931045
MED134_11316,calcineurin-like phosphoesterase,Unspecified,Unspecified,3215.8105466101492
MED134_06264,hypothetical protein,['00500 Starch and sucrose metabolism [PATH:dok00500]'],['09101 Carbohydrate metabolism'],3203.357552444687
MED134_13776,peptidase family M20/M25/M40,['00480 Glutathione metabolism [PATH:dok00480]'],['09106 Metabolism of other amino acids'],3196.9716202523196
MED134_01160,"transcriptional regulator, sigma-54 dependent",Unspecified,Unspecified,3176.0754427866345
MED134_09471,hypothetical protein,Unspecified,Unspecified,3166.9456110487854
MED134_13706,ATP-dependent Clp protease adaptor protein ClpS,Unspecified,Unspecified,3131.7426187272554
MED134_08456,general secretion pathway protein D,Unspecified,Unspecified,3131.3615648991636
MED134_14316,hypothetical protein,Unspecified,Unspecified,3125.00441092012
MED134_11411,Holliday junction ATP-dependent DNA helicase RuvB,['03440 Homologous recombination [PATH:dok03440]'],['09124 Replication and repair'],3110.51551943948
MED134_05659,"tRNA modification GTPase, ThdF family",Unspecified,Unspecified,3107.51533063611
MED134_04864,hypothetical protein,Unspecified,Unspecified,3105.8088285407557
MED134_00280,hypothetical protein,Unspecified,Unspecified,3105.027083644145
MED134_12886,"serine protease, subtilase family",['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],3091.35078380448
MED134_09191,peptidase family S41,Unspecified,Unspecified,3085.8851670324143
MED134_01710,hypothetical protein,Unspecified,Unspecified,3085.38572052391
MED134_01815,hypothetical protein,Unspecified,Unspecified,3075.024835823452
MED134_12836,hypothetical protein,Unspecified,Unspecified,3072.446939850599
MED134_06454,hypothetical protein,Unspecified,Unspecified,3067.154861052689
MED134_07821,4-hydroxyphenylpyruvate dioxygenase,"['00350 Tyrosine metabolism [PATH:dok00350]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",3058.0942634367984
MED134_13986,isochorismate synthase,['00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]'],['09108 Metabolism of cofactors and vitamins'],3055.9304668656628
MED134_02575,"acetolactate synthase, small subunit","['00650 Butanoate metabolism [PATH:dok00650]', '00660 C5-Branched dibasic acid metabolism [PATH:dok00660]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",3035.86325658927
MED134_13886,hypothetical protein,Unspecified,Unspecified,3034.2672925257657
MED134_07374,isopentenyl-diphosphate delta-isomerase,['00900 Terpenoid backbone biosynthesis [PATH:dok00900]'],['09109 Metabolism of terpenoids and polyketides'],2996.731442247124
MED134_03209,hypothetical protein,Unspecified,Unspecified,2975.9386335617505
MED134_11416,cytochrome P450,Unspecified,Unspecified,2948.967530184066
MED134_13691,hypothetical protein,Unspecified,Unspecified,2944.4612899153626
MED134_13436,polyphosphate kinase 2,Unspecified,Unspecified,2943.852546381246
MED134_06719,hypothetical protein,Unspecified,Unspecified,2931.692635915063
MED134_06039,NAD dependent epimerase/dehydratase family protein,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",2925.395577593731
MED134_07571,pyridoxine 5'-phosphate synthase,['00750 Vitamin B6 metabolism [PATH:dok00750]'],['09108 Metabolism of cofactors and vitamins'],2925.3362119795147
MED134_11721,enoyl-CoA hydratase/isomerase family protein,Unspecified,Unspecified,2922.043465578504
MED134_12676,GTPase of unknown function,Unspecified,Unspecified,2915.5686901267445
MED134_10790,hypothetical protein,Unspecified,Unspecified,2907.5874421179556
MED134_13561,ExoV-like protein,['00543 Exopolysaccharide biosynthesis [PATH:dok00543]'],['09107 Glycan biosynthesis and metabolism'],2899.141660277698
MED134_03010,hypothetical protein,Unspecified,Unspecified,2892.9418329502014
MED134_10950,LysE type translocator,Unspecified,Unspecified,2881.9347068533443
MED134_05974,putative acetyltransferase,Unspecified,Unspecified,2868.5314106955984
MED134_13191,serine/threonine protein kinase,Unspecified,Unspecified,2868.506336763064
MED134_08841,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,2841.234677626915
MED134_05074,nicotinate-nucleotide pyrophosphorylase [carboxylating],['00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]'],['09108 Metabolism of cofactors and vitamins'],2825.5493931000333
MED134_07364,AhpC/TSA family protein,Unspecified,Unspecified,2823.521577823569
MED134_02230,fumarylacetoacetate (FAA) hydrolase family protein,Unspecified,Unspecified,2810.8248306159912
MED134_01105,hypothetical protein,Unspecified,Unspecified,2809.1599934024907
MED134_11065,TonB dependent/ligand-gated channel,Unspecified,Unspecified,2806.7173094959853
MED134_03524,hypothetical protein,Unspecified,Unspecified,2799.034937935866
MED134_10231,peptidase family M20/M25/M40,Unspecified,Unspecified,2789.3954911503406
MED134_12686,MraZ protein,Unspecified,Unspecified,2751.1661494071113
MED134_01610,O-antigen polymerase,Unspecified,Unspecified,2747.77613867166
MED134_13196,D-alanine-D-alanine ligase,"['00470 D-Amino acid metabolism [PATH:dok00470]', '00550 Peptidoglycan biosynthesis [PATH:dok00550]', '01502 Vancomycin resistance [PATH:dok01502]']","['09106 Metabolism of other amino acids', '09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",2745.80099864152
MED134_02765,branched-chain-amino-acid transaminase,"['00270 Cysteine and methionine metabolism [PATH:dok00270]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",2745.609983531496
MED134_08121,OmpA family protein,"['02030 Bacterial chemotaxis [PATH:dok02030]', '02040 Flagellar assembly [PATH:dok02040]']","['09142 Cell motility', '09142 Cell motility']",2732.036473001915
MED134_10111,aldo/keto reductase family protein,Unspecified,Unspecified,2731.796151248822
MED134_07249,hypothetical protein,Unspecified,Unspecified,2730.958134978998
MED134_13236,anthranilate phosphoribosyltransferase,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]']",['09105 Amino acid metabolism'],2723.693058648134
MED134_13026,hypothetical protein,Unspecified,Unspecified,2721.450702255919
MED134_02935,putative pterin-4-alpha-carbinolamine dehydratase,['00790 Folate biosynthesis [PATH:dok00790]'],['09108 Metabolism of cofactors and vitamins'],2701.3145814716718
MED134_09561,"transcription regulator, LuxR family",Unspecified,Unspecified,2669.3918849968927
MED134_01925,WbqC-like protein family,Unspecified,Unspecified,2669.0063079634483
MED134_08126,exodeoxyribonuclease III (Xth),['03410 Base excision repair [PATH:dok03410]'],['09124 Replication and repair'],2660.561024976334
MED134_02265,prolipoprotein diacylglyceryl transferase,Unspecified,Unspecified,2638.80264937443
MED134_07996,two-component system response regulator,Unspecified,Unspecified,2621.367947666363
MED134_06119,hypothetical protein,Unspecified,Unspecified,2613.6872586267036
MED134_02050,riboflavin biosynthesis protein RibD,"['00740 Riboflavin metabolism [PATH:dok00740]', '02024 Quorum sensing [PATH:dok02024]']","['09108 Metabolism of cofactors and vitamins', '09145 Cellular community - prokaryotes']",2606.187637853436
MED134_14006,peptidase C1-like family protein,Unspecified,Unspecified,2605.307981497723
MED134_09326,membrane-bound lytic murein transglycosylase D,Unspecified,Unspecified,2593.961496628631
MED134_08461,general secretion pathway protein E,Unspecified,Unspecified,2580.673733337514
MED134_07209,hypothetical protein,Unspecified,Unspecified,2560.976908257994
MED134_09031,"excinuclease ABC, C subunit",['03420 Nucleotide excision repair [PATH:dok03420]'],['09124 Replication and repair'],2554.870441735541
MED134_06984,hypothetical protein,Unspecified,Unspecified,2546.8235373626367
MED134_01055,rod shape-determining protein MreC,Unspecified,Unspecified,2539.492750992613
MED134_12821,serine O-acetyltransferase,"['00920 Sulfur metabolism [PATH:dok00920]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00543 Exopolysaccharide biosynthesis [PATH:dok00543]']","['09102 Energy metabolism', '09105 Amino acid metabolism', '09107 Glycan biosynthesis and metabolism']",2527.363912575076
MED134_11906,acetyltransferase (GNAT) family protein,Unspecified,Unspecified,2527.2138788031834
MED134_03324,diaminopimelate epimerase,"['00300 Lysine biosynthesis [PATH:dok00300]', '00470 D-Amino acid metabolism [PATH:dok00470]']","['09105 Amino acid metabolism', '09106 Metabolism of other amino acids']",2525.2672828164655
MED134_13086,shikimate kinase,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]']",['09105 Amino acid metabolism'],2514.008756281306
MED134_03934,hypothetical protein,Unspecified,Unspecified,2513.321187788562
MED134_09346,peptidase family M23,Unspecified,Unspecified,2513.098338533832
MED134_04914,hypothetical protein,Unspecified,Unspecified,2511.4465153970104
MED134_09371,GDP-fucose synthetase,"['00051 Fructose and mannose metabolism [PATH:dok00051]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",2487.7697231360808
MED134_00400,peptidase family M48,Unspecified,Unspecified,2475.5241249859646
MED134_05009,magnesium-chelatase subunit ChlI,['00860 Porphyrin metabolism [PATH:dok00860]'],['09108 Metabolism of cofactors and vitamins'],2447.988514529715
MED134_03979,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,['04122 Sulfur relay system [PATH:dok04122]'],"['09123 Folding, sorting and degradation']",2445.590301823343
MED134_11586,glycoprotease family protein,Unspecified,Unspecified,2438.8611638745324
MED134_12876,MttA/Hcf106 family protein,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]']","['09123 Folding, sorting and degradation', '09131 Membrane transport']",2437.2588848348178
MED134_02910,cytidylate kinase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],2416.123570323538
MED134_09566,hypothetical protein,Unspecified,Unspecified,2406.8647590955534
MED134_06314,hypothetical protein,Unspecified,Unspecified,2403.4681083644914
MED134_12111,"ABC transporter, permease protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],2400.6528662319315
MED134_00980,ABC transporter ATP-binding protein,Unspecified,Unspecified,2398.726431845965
MED134_16471,hypothetical protein,Unspecified,Unspecified,2392.428718194301
MED134_04544,hypothetical protein,Unspecified,Unspecified,2390.8846716412295
MED134_08901,gliding motility protein GldH,Unspecified,Unspecified,2389.4995777632344
MED134_08016,hypothetical protein,Unspecified,Unspecified,2363.9316793560665
MED134_03050,hypothetical protein,Unspecified,Unspecified,2363.559169082361
MED134_15652,lipoprotein-releasing system transmembrane protein,['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],2362.961985784632
MED134_11200,dGTPase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],2362.8387578841325
MED134_01910,rhomboid family protein,Unspecified,Unspecified,2358.927466267777
MED134_13271,redoxin,Unspecified,Unspecified,2345.528840885756
MED134_08286,amino acid kinase family protein,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00300 Lysine biosynthesis [PATH:dok00300]', '00261 Monobactam biosynthesis [PATH:dok00261]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",2344.9919884059423
MED134_04799,two-component system response regulator,Unspecified,Unspecified,2343.173842668709
MED134_00840,putative hemolysin,Unspecified,Unspecified,2336.5430082437397
MED134_01485,hypothetical protein,Unspecified,Unspecified,2322.1338464185937
MED134_01395,tetraacyldisaccharide 4'-kinase,['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]'],['09107 Glycan biosynthesis and metabolism'],2319.48753416688
MED134_01965,glucose/sorbosone dehydrogenase,Unspecified,Unspecified,2316.912132253188
MED134_02135,glycosyl transferase family 2,Unspecified,Unspecified,2306.850474872672
MED134_11521,hypothetical protein,Unspecified,Unspecified,2303.2126564072314
MED134_01725,MazG nucleotide pyrophosphohydrolase domain protein,Unspecified,Unspecified,2297.3394242213717
MED134_10915,acyl protein synthase/acyl-CoA reductase-like protein,Unspecified,Unspecified,2280.168332658163
MED134_08281,acetyltransferase (GNAT) family protein,Unspecified,Unspecified,2268.2046844957736
MED134_05829,drug/metabolite permease,Unspecified,Unspecified,2245.522766918259
MED134_04159,putative Zn-dependent hydrolase,Unspecified,Unspecified,2211.4908206222235
MED134_11436,"alpha,alpha-trehalase",['00500 Starch and sucrose metabolism [PATH:dok00500]'],['09101 Carbohydrate metabolism'],2203.7604991802236
MED134_13976,hypothetical protein,Unspecified,Unspecified,2202.6440464288953
MED134_03944,SAM dependent methyltransferase,Unspecified,Unspecified,2196.9577178903583
MED134_13571,"methyltransferase, FkbM family",Unspecified,Unspecified,2176.6655438187736
MED134_11005,FeS assembly SUF system protein,Unspecified,Unspecified,2153.829661971711
MED134_13766,hypothetical protein,Unspecified,Unspecified,2149.7285248427897
MED134_12181,phosphoribosylaminoimidazole carboxylase catalytic subunit,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],2135.3868108481697
MED134_01715,hypothetical protein,Unspecified,Unspecified,2131.0474036434007
MED134_04334,hypothetical protein,Unspecified,Unspecified,2124.5029943178024
MED134_08246,hypothetical protein,Unspecified,Unspecified,2122.801427120219
MED134_11010,"cysteine desulfurase, sulfur acceptor subunit CsdE",Unspecified,Unspecified,2107.5392423348108
MED134_10146,HIT family protein,Unspecified,Unspecified,2105.5857806472713
MED134_03199,tRNA (guanine-N(1)-)-methyltransferase,Unspecified,Unspecified,2100.762532994427
MED134_10885,glycosyl transferase family 2,Unspecified,Unspecified,2097.915035549244
MED134_06499,tRNA-(MS[2]IO[6]A)-hydroxylase,Unspecified,Unspecified,2097.8055106975507
